ProjectID|CustomerID|ProjectType|Status|StartDateStr|CompletionDateStr|BidAmount|FinalAmount|CostOverrunAmount|ProfitMargin|Warranty|ServicePlan|ConstructionType|SquareFootage|City|Neighborhood|ArchitecturalFirm|GeneralContractor|BidWinDate|EstimatedHours|ActualHours|DelayImpactHours|EstimatedCompletionDate|DelayReason|CustomerSatisfaction
110|570|Luxury Home Theater|Completed|2023-12-21|2024-06-23|182731.04|207745.76|0|TBD|2 years|Premium|Addition|10145|Seattle|Magnolia|N/A|Payne, Koch and Smith|2023-11-18|41|47|1|2024-06-08|Subcontractor Issues|5
111|254|Smart Home Integration|Completed|2022-02-28|2022-09-30|202835.04|237773.36|0|TBD|4 years|None|Addition|5900|Bellevue|Newport Shores|Christensen PLC|Riggs, Short and Martinez|2021-12-30|434|557|122|2022-08-05|Weather|3
112|690|Smart Home Integration|On Hold|2022-09-17|N/A|86467.8|89300.9|0.0|TBD|TBD|TBD|Major Remodel|6295|Seattle|Magnolia|Brown-Soto|Walker, Johnson and Lopez|2022-08-17|40|TBD|0|2022-11-13|N/A|N/A
113|98|Smart Water Management|Completed|2023-11-07|2024-01-26|277489.05|337839.82|0|TBD|1 years|None|New Construction|9652|Redmond|Sammamish Valley|Duran-Vaughn|Lawson-Henderson|2023-10-09|397|438|0|2024-02-02|N/A|5
114|120|Home Network Infrastructure|Completed|2023-05-16|2023-08-18|107653.0|105098.52|0|TBD|5 years|Premium|Major Remodel|10652|Sammamish|Sahalee|Stewart Ltd|Garza, Gutierrez and Ford|2023-04-27|211|253|0|2023-09-17|N/A|5
115|713|Whole Home Battery Backup|Completed|2023-10-28|2024-04-09|82164.89|97484.12|0|TBD|3 years|Basic|Major Remodel|14493|Bellevue|Newport Shores|N/A|Smith-Sanchez|2023-09-18|469|619|63|2024-02-25|Inspection Delays|5
116|594|Outdoor Entertainment System|Completed|2023-03-29|2023-07-23|143053.44|147091.91|878.68|TBD|2 years|Basic|New Construction|10280|Woodinville|Hollywood Hill|N/A|Harrington Ltd|2023-02-12|402|525|17|2023-06-10|Material Delays|4
117|573|Whole Home Battery Backup|Completed|2021-02-16|2021-09-04|24457.27|23267.34|0|TBD|4 years|None|Addition|8029|Mercer Island|North End|Marquez Ltd|Barrett LLC|2021-01-01|186|200|9|2021-07-17|Material Delays|3
118|547|Golf Simulator Room|Completed|2024-06-19|2024-10-04|186762.97|196314.28|0|TBD|3 years|Premium|System Upgrade|6379|Bellevue|Newport Shores|Kramer PLC|Mcclure Ltd|2024-05-29|455|406|0|2024-09-29|Inspection Delays|5
119|33|Whole-Home Automation|In Progress|2023-02-19|TBD|308475.54|287910.42|0.0|TBD|TBD|TBD|Addition|3162|Bellevue|Beaux Arts|Trujillo-Buck|James PLC|2023-01-17|586|586|0|2023-08-17|N/A|N/A
120|548|Biometric Security System|On Hold|2021-10-13|N/A|123320.04|125831.56|0.0|TBD|TBD|TBD|New Construction|3296|Issaquah|Issaquah Highlands|N/A|Murray LLC|2021-09-14|446|TBD|0|2021-11-22|N/A|N/A
121|356|Whole Home Battery Backup|Completed|2023-01-05|2023-05-12|128937.19|159260.8|0|TBD|1 years|Basic|Addition|7291|Woodinville|Hollywood Hill|Singleton, Bradley and Singleton|Mayer LLC|2022-12-25|40|53|9|2023-04-01|Inspection Delays|3
122|400|Whole-Home Automation|Design Phase|2022-04-30|N/A|33909.15|TBD|0.0|TBD|TBD|TBD|Major Remodel|3752|Mercer Island|North End|N/A|Meadows Group|2022-04-17|419|TBD|0|2022-09-21|N/A|N/A
123|268|Whole-Home Automation|Proposal|2023-04-06|N/A|352262.63|TBD|0.0|TBD|TBD|TBD|System Upgrade|9347|Bellevue|Bridle Trails|N/A|Scott-Sutton|2023-03-27|248|TBD|0|2023-08-05|N/A|N/A
124|382|Whole Home Battery Backup|Completed|2022-01-28|2022-08-09|76195.33|95805.37|0|TBD|1 years|Premium|New Construction|4851|Sammamish|Trossachs|N/A|Wolf-Wright|2022-01-14|341|374|3|2022-07-15|Inspection Delays|4
125|496|Automated Shading Solutions|Design Phase|2021-09-09|N/A|366462.21|TBD|0.0|TBD|TBD|TBD|System Upgrade|5154|Sammamish|Sahalee|Soto, Wang and Blair|Hunter-Wiggins|2021-08-26|342|TBD|0|2021-12-17|N/A|N/A
126|332|Voice Control Integration|On Hold|2022-12-04|N/A|77241.58|84038.82|0.0|TBD|TBD|TBD|Addition|5322|Woodinville|Bear Creek|N/A|Jones and Sons|2022-11-06|450|TBD|0|2023-05-26|N/A|N/A
127|315|Smart Water Management|Completed|2024-06-05|2024-11-14|103433.51|131997.14|0|TBD|1 years|Premium|System Upgrade|10202|Seattle|Medina|Williams LLC|Jacobs PLC|2024-05-19|180|245|22|2024-11-04|Weather|3
128|501|Golf Simulator Room|In Progress|2023-03-08|TBD|136725.92|125689.1|0.0|TBD|TBD|TBD|Major Remodel|11755|Seattle|Magnolia|N/A|Flores Group|2023-01-12|373|373|0|2023-06-19|N/A|N/A
129|735|Luxury Home Theater|In Progress|2021-10-08|TBD|17725.01|16835.7|0.0|TBD|TBD|TBD|Major Remodel|13787|Seattle|Laurelhurst|N/A|Miller-Cook|2021-09-14|263|263|0|2022-02-04|N/A|N/A
130|175|Voice Control Integration|Completed|2022-05-01|2022-08-08|221269.94|265375.22|0|TBD|5 years|Standard|System Upgrade|5801|Seattle|Laurelhurst|Bailey, Leonard and Harrington|Wise Group|2022-03-12|514|481|0|2022-07-06|Inspection Delays|5
131|69|Biometric Security System|Contract Signed|2022-12-11|N/A|59119.29|TBD|0.0|TBD|TBD|TBD|System Upgrade|11015|Bellevue|Somerset|Oneal, Deleon and Schmidt|Williams, Nielsen and Ray|2022-11-30|143|TBD|0|2023-03-31|N/A|N/A
132|473|Whole Home Battery Backup|Completed|2021-04-17|2021-06-10|101373.32|109294.89|3059.22|TBD|3 years|Basic|System Upgrade|10182|Redmond|Education Hill|Hernandez, Reeves and Adams|Mckay-Mcdonald|2021-03-03|411|485|33|2021-05-29|Subcontractor Issues|4
133|223|Automated Lighting Control|In Progress|2024-04-04|TBD|30004.43|28392.4|0.0|TBD|TBD|TBD|New Construction|6641|Seattle|Queen Anne|Gutierrez Ltd|Foster-Johnson|2024-03-21|510|510|0|2024-09-27|N/A|N/A
134|189|Smart Home Integration|Completed|2021-05-21|2021-10-05|146442.82|148043.57|0|TBD|4 years|Standard|Major Remodel|3157|Bellevue|Bridle Trails|Lee PLC|Jones-Hogan|2021-04-20|573|796|109|2021-08-20|Client Changes|5
135|579|Automated Lighting Control|In Progress|2021-05-09|TBD|357945.53|374335.04|0.0|TBD|TBD|TBD|Addition|11386|Seattle|Clyde Hill|N/A|Dean LLC|2021-04-28|495|495|0|2021-07-09|N/A|N/A
136|140|Biometric Security System|Completed|2022-12-31|2023-06-08|360500.41|417232.88|0|TBD|4 years|None|New Construction|8085|Seattle|Magnolia|Harvey, Bradley and Burns|Griffith PLC|2022-12-15|232|233|1|2023-06-01|Subcontractor Issues|3
137|546|Luxury Home Theater|In Progress|2024-03-24|TBD|241134.43|244757.02|0.0|TBD|TBD|TBD|New Construction|14296|Seattle|Clyde Hill|Guzman LLC|Farrell-Stewart|2024-02-25|480|480|0|2024-07-28|N/A|N/A
138|449|Automated Shading Solutions|Completed|2022-11-28|2023-07-01|349845.88|353194.05|463.61|TBD|1 years|None|System Upgrade|13145|Woodinville|Bear Creek|Jones-Nixon|Scott Group|2022-11-02|57|77|10|2023-05-24|Weather|3
139|307|Luxury Home Theater|Completed|2023-01-30|2023-08-24|82516.82|80454.72|0|TBD|5 years|Premium|Addition|14978|Issaquah|Issaquah Highlands|Fleming-Jones|Leonard-Huerta|2023-01-10|376|466|44|2023-07-04|Inspection Delays|3
140|401|Smart Water Management|Completed|2022-01-20|2022-07-13|315311.19|386718.97|0|TBD|3 years|Basic|Major Remodel|9970|Redmond|Sammamish Valley|N/A|Smith-Page|2022-01-01|123|106|0|2022-06-14|Inspection Delays|5
141|592|Automated Lighting Control|Proposal|2021-08-03|N/A|211128.11|TBD|0.0|TBD|TBD|TBD|System Upgrade|10117|Issaquah|Issaquah Highlands|Hernandez-Kelly|Ford, Jordan and Garcia|2021-07-07|70|TBD|0|2021-10-27|N/A|N/A
142|213|Custom Security System|Completed|2023-10-04|2023-12-06|180591.17|208037.83|0|TBD|5 years|Standard|Major Remodel|12179|Kirkland|Juanita|Vaughan-Carter|Harris Inc|2023-09-02|321|375|52|2023-11-23|Client Changes|5
143|130|Whole-Home Automation|Proposal|2023-02-05|N/A|294549.53|TBD|0.0|TBD|TBD|TBD|Addition|3194|Woodinville|Bear Creek|Daniels LLC|Huber-Johnson|2022-12-24|556|TBD|0|2023-05-26|N/A|N/A
144|588|Whole Home Battery Backup|Completed|2021-02-10|2021-05-25|129767.23|152633.7|0|TBD|5 years|Standard|New Construction|6987|Woodinville|Hollywood Hill|Lyons, Lane and Martin|Gamble-Hansen|2020-12-05|164|161|0|2021-04-12|Client Changes|3
145|411|Luxury Home Theater|In Progress|2023-12-24|TBD|120935.5|110317.28|0.0|TBD|TBD|TBD|Major Remodel|7904|Seattle|Queen Anne|Owens, Nixon and Roberson|Lloyd Inc|2023-11-06|143|143|0|2024-06-07|N/A|N/A
146|248|Smart Home Integration|Completed|2022-12-04|2023-05-14|96476.65|103426.6|0|TBD|2 years|None|Addition|12311|Seattle|Magnolia|N/A|Vega-Boyd|2022-11-15|548|580|0|2023-05-18|N/A|4
147|500|Custom Wine Cellar Monitoring|Completed|2021-05-04|2021-09-07|261795.39|256580.92|0|TBD|3 years|Basic|System Upgrade|9321|Bellevue|Newport Shores|Miller Ltd|Perez-Simmons|2021-04-26|597|828|192|2021-08-27|Subcontractor Issues|3
148|29|Luxury Home Theater|In Progress|2023-01-02|TBD|259719.08|277292.67|0.0|TBD|TBD|TBD|Major Remodel|10725|Redmond|Sammamish Valley|N/A|Farmer-Roberts|2022-12-24|143|143|0|2023-03-02|N/A|N/A
149|714|Smart Home Integration|Completed|2024-01-21|2024-04-26|155686.5|161791.06|2151.23|TBD|3 years|Standard|Addition|4254|Seattle|Clyde Hill|Hernandez-Smith|Smith PLC|2024-01-12|459|477|0|2024-05-26|N/A|3
150|271|Voice Control Integration|Completed|2022-10-25|2023-02-22|371488.79|357786.68|0|TBD|3 years|Premium|New Construction|5217|Redmond|Sammamish Valley|Kirk-Pierce|Gardner LLC|2022-09-13|382|508|81|2023-01-15|Material Delays|4
151|542|Custom Security System|Contract Signed|2023-05-10|N/A|113524.99|TBD|0.0|TBD|TBD|TBD|System Upgrade|14082|Bellevue|West Bellevue|N/A|Jones, Maldonado and Moore|2023-03-12|561|TBD|0|2023-07-13|N/A|N/A
152|328|Whole-Home Automation|Completed|2022-04-16|2022-08-21|226422.59|228821.91|0|TBD|4 years|Basic|System Upgrade|13054|Redmond|Education Hill|N/A|Wolfe, Gill and Clark|2022-03-08|62|67|0|2022-07-09|Subcontractor Issues|4
153|22|Custom Wine Cellar Monitoring|Contract Signed|2022-12-20|N/A|66536.69|TBD|0.0|TBD|TBD|TBD|Addition|5019|Kirkland|Houghton|Nguyen-Moore|Cross, Gomez and Davis|2022-11-13|376|TBD|0|2023-03-20|N/A|N/A
154|454|Automated Shading Solutions|Completed|2023-05-21|2023-10-24|365510.41|422795.64|0|TBD|1 years|Standard|New Construction|11310|Redmond|Sammamish Valley|Smith, Krueger and Dyer|Palmer PLC|2023-05-10|162|205|0|2023-11-10|N/A|4
155|735|Automated Lighting Control|On Hold|2023-01-06|N/A|165633.05|174278.46|0.0|TBD|TBD|TBD|Addition|3228|Bellevue|West Bellevue|Barker-Mack|Anderson, Patterson and Thompson|2022-12-17|279|TBD|0|2023-04-02|N/A|N/A
156|239|Outdoor Entertainment System|Completed|2021-01-26|2021-03-19|217314.48|236560.78|0|TBD|4 years|Premium|Major Remodel|3647|Bellevue|West Bellevue|N/A|Williams, Clark and Smith|2021-01-08|397|449|0|2021-03-25|N/A|5
157|725|Custom Wine Cellar Monitoring|Design Phase|2024-06-05|N/A|65860.76|TBD|0.0|TBD|TBD|TBD|System Upgrade|7579|Seattle|Hunts Point|Taylor-Allen|Hernandez Ltd|2024-05-19|501|TBD|0|2024-10-04|N/A|N/A
158|477|Luxury Home Theater|Completed|2024-11-13|2025-04-03|245480.06|294601.96|0|TBD|5 years|Premium|Major Remodel|5362|Woodinville|Bear Creek|Hall, Thornton and Lee|Vega-Wiley|2024-10-28|142|137|0|2025-02-20|Material Delays|3
159|430|Voice Control Integration|Completed|2025-02-04|2025-07-24|45290.4|50888.43|403.49|TBD|2 years|Standard|System Upgrade|3229|Bellevue|West Bellevue|Hill, Forbes and Rivera|Andrews Group|2025-01-04|194|270|73|2025-07-05|Subcontractor Issues|3
160|609|Biometric Security System|Completed|2023-12-29|2024-02-06|95768.86|106898.34|2222.31|TBD|4 years|Premium|Major Remodel|3918|Seattle|Broadmoor|Thomas, Frye and Johnson|Rodriguez, Perry and Sanders|2023-12-10|76|77|0|2024-02-10|N/A|5
161|31|Golf Simulator Room|In Progress|2022-04-30|TBD|369683.73|375849.49|0.0|TBD|TBD|TBD|New Construction|8553|Kirkland|Houghton|Henderson Group|Cruz, Grant and Acosta|2022-03-26|178|178|0|2022-09-13|N/A|N/A
162|96|Custom Wine Cellar Monitoring|In Progress|2023-10-11|TBD|49471.63|51971.29|0.0|TBD|TBD|TBD|New Construction|13720|Kirkland|Houghton|Smith-Clark|King LLC|2023-09-10|52|52|0|2024-02-03|N/A|N/A
163|584|Custom Security System|Completed|2024-01-13|2024-08-09|25694.71|31816.98|0|TBD|2 years|Standard|System Upgrade|9676|Seattle|Madison Park|Brown-Smith|Graham LLC|2023-11-10|82|91|1|2024-07-05|Subcontractor Issues|4
164|351|Automated Shading Solutions|Completed|2021-05-21|2021-07-07|332241.32|423852.13|16514.95|TBD|2 years|Basic|New Construction|13615|Bellevue|Newport Shores|Marshall, Johnson and Payne|Mccormick-Rivera|2021-05-07|505|514|6|2021-06-21|Client Changes|3
165|24|Whole-Home Automation|In Progress|2024-04-18|TBD|231461.17|222438.39|0.0|TBD|TBD|TBD|Addition|10773|Seattle|Laurelhurst|Garcia Ltd|Davis, Russell and Thomas|2024-03-25|185|185|0|2024-06-08|N/A|N/A
166|138|Whole Home Battery Backup|In Progress|2022-01-10|TBD|167207.39|172275.3|0.0|TBD|TBD|TBD|System Upgrade|14799|Issaquah|Issaquah Highlands|Greer-Jackson|Willis LLC|2022-01-02|363|363|0|2022-05-10|N/A|N/A
167|776|Smart Water Management|Completed|2022-12-08|2023-04-22|368447.95|419278.45|0|TBD|1 years|Premium|New Construction|5797|Kirkland|Juanita|N/A|Wilson Inc|2022-11-05|593|541|0|2023-04-08|Weather|3
168|524|Automated Lighting Control|Completed|2025-02-09|2025-07-28|187339.9|243484.65|0|TBD|4 years|Standard|System Upgrade|8111|Kirkland|Houghton|N/A|Meyers-Pena|2024-12-24|463|516|27|2025-07-26|Inspection Delays|5
169|403|Smart Home Integration|Completed|2023-06-17|2024-01-17|177602.02|171432.88|0|TBD|5 years|Standard|Addition|12359|Woodinville|Hollywood Hill|Gilbert-Good|Garcia-Higgins|2023-04-21|130|118|0|2023-12-06|Subcontractor Issues|4
170|327|Home Network Infrastructure|Completed|2025-02-04|2025-04-24|181973.96|233418.79|0|TBD|5 years|None|New Construction|6670|Issaquah|Squak Mountain|Martinez and Sons|Rivera, Moore and Sanchez|2025-01-05|373|374|0|2025-04-25|N/A|4
171|368|Smart Home Integration|Contract Signed|2022-01-19|N/A|384215.49|TBD|0.0|TBD|TBD|TBD|Major Remodel|14908|Redmond|Sammamish Valley|N/A|Anderson PLC|2021-12-17|212|TBD|0|2022-02-20|N/A|N/A
172|5|Integrated Climate Control|Completed|2021-01-04|2021-03-07|308823.47|373775.8|0|TBD|5 years|None|Addition|6920|Issaquah|Squak Mountain|Nguyen PLC|Riggs Ltd|2020-12-25|42|36|0|2021-03-30|N/A|5
173|468|Smart Home Integration|Completed|2023-12-04|2024-05-12|158182.02|191960.05|0|TBD|1 years|Premium|Major Remodel|5275|Mercer Island|North End|N/A|Fields-Young|2023-10-12|132|131|0|2024-05-27|N/A|4
174|52|Smart Home Integration|Completed|2024-04-06|2024-11-18|363922.81|456108.2|0|TBD|3 years|Basic|Addition|7227|Bellevue|Newport Shores|Singh-Blevins|Torres, Carney and Thompson|2024-02-22|510|446|0|2024-09-30|Inspection Delays|5
175|711|Custom Wine Cellar Monitoring|Completed|2024-05-07|2024-11-08|46894.59|46127.51|0|TBD|1 years|Standard|New Construction|8215|Seattle|Hunts Point|Reese-Rhodes|Diaz, Ingram and Miller|2024-03-29|567|695|63|2024-11-03|Subcontractor Issues|3
176|372|Multi-Room Audio Video|Contract Signed|2023-10-24|N/A|374968.84|TBD|0.0|TBD|TBD|TBD|Major Remodel|13418|Bellevue|West Bellevue|Parsons-Montoya|Hunter-Graham|2023-10-09|356|TBD|0|2024-04-17|N/A|N/A
177|734|Home Network Infrastructure|In Progress|2022-05-05|TBD|120926.84|130372.94|0.0|TBD|TBD|TBD|System Upgrade|9626|Kirkland|Juanita|Ford Ltd|Arnold, Thompson and Williams|2022-03-13|70|70|0|2022-09-17|N/A|N/A
178|35|Multi-Room Audio Video|Completed|2021-04-30|2021-07-24|256989.83|290313.35|0|TBD|1 years|Standard|System Upgrade|3018|Seattle|Broadmoor|Bird LLC|Matthews, Montes and Smith|2021-03-05|56|69|0|2021-08-06|N/A|5
179|635|Golf Simulator Room|Completed|2023-10-23|2024-05-25|131314.66|168458.62|18492.97|TBD|3 years|Standard|New Construction|3137|Bellevue|Bridle Trails|Lang-Ferguson|Smith, Malone and Ruiz|2023-10-02|308|317|2|2024-03-28|Subcontractor Issues|3
180|579|Custom Security System|On Hold|2024-02-21|N/A|218788.83|226954.84|0.0|TBD|TBD|TBD|New Construction|13294|Seattle|Laurelhurst|Reynolds, Lloyd and Atkinson|Serrano-Anderson|2024-01-18|379|TBD|0|2024-08-10|N/A|N/A
181|31|Luxury Home Theater|Completed|2024-09-25|2025-01-08|113969.05|124561.27|676.77|TBD|2 years|Standard|Major Remodel|11558|Seattle|Broadmoor|Frey, Robinson and Bernard|Moyer-Tate|2024-07-25|157|139|0|2025-02-03|N/A|5
182|770|Multi-Room Audio Video|Completed|2025-03-08|2025-07-09|27321.03|34603.65|0|TBD|3 years|Premium|System Upgrade|3188|Redmond|Sammamish Valley|Simon, Carlson and White|Doyle-Gomez|2025-01-25|170|213|40|2025-05-28|Subcontractor Issues|3
183|243|Integrated Climate Control|Completed|2025-02-05|2025-05-30|330509.99|348670.2|0|TBD|4 years|None|New Construction|4754|Sammamish|Sahalee|Ramos-Wallace|Lawson, Phelps and Rodriguez|2025-01-20|359|448|39|2025-05-12|Weather|3
184|404|Smart Home Integration|Completed|2023-10-20|2024-02-11|197495.79|215950.06|8675.36|TBD|5 years|None|New Construction|14131|Seattle|Broadmoor|Glover PLC|Walker, Erickson and Blake|2023-08-31|356|468|33|2024-01-10|Weather|4
185|83|Custom Wine Cellar Monitoring|Completed|2021-01-08|2021-06-08|342207.62|374056.68|0|TBD|3 years|Premium|System Upgrade|13216|Bellevue|Bridle Trails|Jenkins-Thomas|Nguyen-Parrish|2020-12-23|436|594|102|2021-05-25|Weather|3
186|495|Whole-Home Automation|Proposal|2024-03-30|N/A|29950.04|TBD|0.0|TBD|TBD|TBD|New Construction|11360|Bellevue|Bridle Trails|N/A|Miller Group|2024-03-23|410|TBD|0|2024-06-21|N/A|N/A
187|157|Automated Lighting Control|Contract Signed|2021-10-26|N/A|129850.43|TBD|0.0|TBD|TBD|TBD|System Upgrade|14895|Kirkland|Juanita|N/A|Dunn LLC|2021-09-28|318|TBD|0|2022-02-13|N/A|N/A
188|676|Voice Control Integration|Proposal|2021-11-05|N/A|76796.53|TBD|0.0|TBD|TBD|TBD|System Upgrade|12418|Seattle|Laurelhurst|Hudson, Buck and Williams|Humphrey Ltd|2021-10-25|298|TBD|0|2022-03-25|N/A|N/A
189|601|Smart Home Integration|Completed|2022-08-03|2022-09-06|212245.88|236072.55|7966.33|TBD|4 years|Standard|Major Remodel|8025|Seattle|Magnolia|N/A|White and Sons|2022-07-19|166|202|0|2022-09-24|N/A|5
190|187|Whole-Home Automation|Completed|2023-10-22|2024-03-06|382447.19|417557.01|0|TBD|5 years|None|New Construction|8690|Seattle|Madison Park|Gray PLC|Frank, Brown and Sexton|2023-09-26|223|254|0|2024-03-28|N/A|4
191|5|Whole-Home Automation|In Progress|2023-01-30|TBD|60153.93|58968.28|0.0|TBD|TBD|TBD|System Upgrade|13015|Woodinville|Hollywood Hill|N/A|Nelson Group|2023-01-02|124|124|0|2023-05-11|N/A|N/A
192|14|Custom Security System|Completed|2022-05-06|2022-07-19|235637.55|269278.48|0|TBD|1 years|Standard|New Construction|4313|Seattle|Hunts Point|Goodman, Anderson and Romero|Beasley, Willis and Griffith|2022-03-19|557|490|0|2022-06-30|Weather|3
193|733|Luxury Home Theater|Completed|2023-08-31|2024-01-27|304178.47|300144.09|0|TBD|5 years|None|Addition|5549|Woodinville|Bear Creek|Mcdaniel Group|Myers-Rodriguez|2023-08-14|149|167|3|2023-11-30|Inspection Delays|4
194|211|Custom Wine Cellar Monitoring|Cancelled|2025-03-19|2025-04-13|319213.76|TBD|0.0|TBD|TBD|TBD|System Upgrade|8974|Seattle|Medina|N/A|Adkins Ltd|2025-02-19|304|17|0|2025-08-25|Scope Change Rejected|N/A
195|480|Custom Wine Cellar Monitoring|In Progress|2022-11-29|TBD|209073.03|188310.54|0.0|TBD|TBD|TBD|Major Remodel|10667|Sammamish|Sahalee|Munoz, Fowler and Ray|Martinez, Garcia and Escobar|2022-11-14|209|209|0|2023-05-13|Client Changes|N/A
196|258|Custom Security System|Contract Signed|2023-05-01|N/A|303634.18|TBD|0.0|TBD|TBD|TBD|Addition|5533|Seattle|Broadmoor|Dominguez-Donovan|Clark Ltd|2023-04-15|564|TBD|0|2023-06-07|N/A|N/A
197|16|Whole-Home Automation|Completed|2021-09-05|2022-02-05|83589.54|87800.66|1521.89|TBD|5 years|Premium|System Upgrade|8765|Kirkland|Houghton|Goodman-Macias|Gomez, Poole and Palmer|2021-06-22|386|337|0|2022-02-06|N/A|4
198|361|Custom Security System|Completed|2022-06-11|2022-09-11|160474.08|154587.57|0|TBD|2 years|Standard|Addition|12870|Mercer Island|North End|N/A|Day, Harding and Valencia|2022-05-14|238|230|0|2022-09-24|N/A|4
199|767|Voice Control Integration|In Progress|2022-06-16|TBD|40929.05|41909.25|0.0|TBD|TBD|TBD|New Construction|7028|Issaquah|Squak Mountain|N/A|Sanders, Pearson and Payne|2022-05-30|60|60|0|2022-11-13|N/A|N/A
200|10|Golf Simulator Room|Proposal|2021-10-18|N/A|346178.2|TBD|0.0|TBD|TBD|TBD|Major Remodel|9363|Seattle|Hunts Point|Parsons-Costa|Foster-Sanchez|2021-10-10|158|TBD|0|2021-12-01|N/A|N/A
201|552|Outdoor Entertainment System|Design Phase|2023-01-16|N/A|120442.54|TBD|0.0|TBD|TBD|TBD|Major Remodel|14514|Woodinville|Hollywood Hill|N/A|Blankenship, Carroll and Newman|2023-01-06|304|TBD|0|2023-06-28|N/A|N/A
202|77|Smart Home Integration|Contract Signed|2024-03-29|N/A|97713.95|TBD|0.0|TBD|TBD|TBD|New Construction|7938|Seattle|Madison Park|N/A|Young-Matthews|2024-02-27|339|TBD|0|2024-09-13|N/A|N/A
203|684|Voice Control Integration|Completed|2022-10-10|2022-11-06|297905.27|357488.54|0|TBD|4 years|None|System Upgrade|9623|Mercer Island|South End|N/A|Aguilar, Carr and Logan|2022-09-08|190|200|0|2022-11-20|N/A|3
204|566|Whole Home Battery Backup|Completed|2024-06-12|2024-10-19|171495.2|209060.81|9495.92|TBD|1 years|Basic|Addition|5003|Bellevue|Beaux Arts|Valdez, Phillips and Hill|Sutton-Day|2024-04-29|357|321|0|2024-09-09|Material Delays|3
205|386|Integrated Climate Control|Completed|2025-03-05|2025-06-10|234753.46|285877.34|0|TBD|1 years|Standard|New Construction|8592|Bellevue|Somerset|N/A|Kane-Collins|2025-01-25|180|229|28|2025-05-02|Subcontractor Issues|4
206|777|Integrated Climate Control|Design Phase|2024-08-02|N/A|287108.71|TBD|0.0|TBD|TBD|TBD|New Construction|5515|Bellevue|Bridle Trails|N/A|Horn Inc|2024-07-08|204|TBD|0|2024-12-28|N/A|N/A
207|657|Custom Wine Cellar Monitoring|Completed|2023-01-28|2023-07-14|91517.09|113427.98|0|TBD|1 years|Premium|System Upgrade|9295|Bellevue|West Bellevue|N/A|Powell-Whitehead|2023-01-20|513|476|0|2023-06-15|Client Changes|4
208|52|Outdoor Entertainment System|Completed|2023-09-13|2023-10-10|343973.89|362471.91|2790.56|TBD|2 years|Premium|System Upgrade|14561|Kirkland|Houghton|Manning and Sons|Bowman-Howe|2023-08-30|261|292|0|2023-10-28|N/A|4
209|257|Custom Wine Cellar Monitoring|In Progress|2021-12-20|TBD|85017.6|85292.96|0.0|TBD|TBD|TBD|System Upgrade|3748|Kirkland|Houghton|Pena-Evans|Greer-Holder|2021-11-09|580|580|0|2022-04-29|N/A|N/A
210|129|Automated Lighting Control|Completed|2023-07-02|2023-10-24|284262.84|366248.02|0|TBD|2 years|Basic|Addition|14331|Seattle|Broadmoor|Norris Inc|Green, Peterson and Pearson|2023-06-10|251|279|0|2023-11-05|N/A|3
